productId,Title,userId,Time,Text,Cat1,Cat2,Cat3
B0000E262S,BbSounds Angelcare Movement Sensor w. Sound Monitor w. Two Parents' Units,A206RNXKST9JLG,1357257600,"Started out fine, everything was great. But now, a few years later, the sound is awful. Whenever the speaker activates because our guy is making noise, it sounds like a distorted helicopter. It loses connection randomly, beeps all the time. We are about to toss it and buy a new one, to be honest. I don't understand, it seems to have &#34;worn out&#34; which makes no sense. It is just a speaker and monitor, nothing to fail...",baby products,safety,monitors
B0002AT3QK,Sanitary Pooper Scooper,ALC1WQVVNCN7Y,1357257600,"This poop scoop is so good, my neighbor pops by to borrow mine when she needs to clean her backyard! It's fabulous. Great for picking up poo on grass -- fresh poo or hardened prehistoric poo.",pet supplies,dogs,litter housebreaking
B00009VPJN,John Deere - Animal Sounds Hay Ride,A3CLJ2VC7D3HTS,1357257600,we got this for our grand-nephew who is quite a GRAND little boy. He plays with it a bunch and it is age appropriate for a toddler,toys games,vehicles remote control,vehicle playsets
B0007WWZLI,Little People A To Z Learning Zoo Playset,A25HWFUJPMXKNU,1357257600,My older grandchildren have this toy and have had it for years. I knew my other granddaughter would love to have this to play with at her home.,toys games,action toy figures,playsets
B000G0GW6K,Panasonic Close Curves Wet/Dry Ladies Shaver,A265CYFPE7LR3U,1357257600,"First of all I have to say...if you CAN use a regular blade razor with shaving cream, soap, or what have you, DO IT! An electric razor will *NEVER* shave as close as a regular blade razor (nope, no totally silky soft skin), nor will you shave as quickly, so stop looking at electric razors to save time...because you won't.What I wouldn't give to be able to use a blade razor. Unfortunately, my skin is ultra-sensitive and every time I try to shave my legs with a blade razor they itch so much after about 30 minutes that only drawing blood will get me to stop scratching my legs (no matter what moisturizer I use), and I don't even want to think about the ingrown hairs that develop after a couple of days. I've tried everything for ""after-shave"" to help...from Tend Skin to exfoliation...and nothing works for me. So, I'm stuck using electric razors.If there's a better electric razor out there for women, I have not found it. I've tried at least ten different ones and this is, by FAR, the best that I've tried. It's the closest shave I've found in an electric, doesn't pull at all unless I'm going WAY too fast, has never nicked me once, and really hugs my legs because of the pivoting head. I've had my Panasonic razor for probably three years, and the rechargeable battery is still kicking. I still get at least 30 minutes out of it on a charge. It was at least 45 when I first got it! OK, so I have to go over some spots twice to get all of the hair...oh well! I can definitely live with that, and I've had the same problem with every other electric I've used. To me, this is the best women's electric shaver out there.",health personal care,personal care,shaving hair removal
B0009NESVU,"Coco Mademoiselle by Chanel for Women, Eau De Toilette Spray",A1QXMP6L5TIK65,1357257600,"I've always loved the smell of Mademoiselle. Very mature, perfect for women in their 30's. Long lasting & lots of compliments.",beauty,fragrance,women s
B00011JKSG,China Glaze Nail Lacquer with Hardeners,A1ICKAWVLDNURL,1357257600,"I'm a little embarrased to admit that Ingrid is the first CG Polish I've ever owned.... despite being a lover of all things polish. being a single mom on a budget, i originally set a pretty low limit on the amout im allowed to spend on a bottle of polish. But after a while I realized it was worth it once in a while. I may be the queen of drugstore cosmetics, but I certainly see the value in buying a good brand like CG. You get what you pay for, and I do think my beloved ingrid was worth it. The color is beautiful, the formula is great, and its wearability is awesome. In person, the color is different to me than the swatches...as most bloggers will tell you. But, unlike some, I love the color in person. Kinda muddy, in a good way, with gold micro shimmer. This may just be the beginning of a love affair between me and China Glaze",beauty,makeup,nails
B00005BY8V,Rock 'Em Sock 'Em ROBOTS Game,AQ6E9G6B5JBTM,1357257600,I had one of these growing up so I thought my son would love one since he adores robots! We have fun but without fail the Red Rocker's head never pops up in a fight. Blue Bomber's head will pop up even if you hit the base of the game. My son likes to play it but if you have to be the Blue guy you will always loose.,toys games,games,board games
B000NHWJ22,DELUXE SCHOOL MEMORIES KEEPSAKE PHOTO ALBUM SCRAPBOOK Pre & K-12 - **FACTORY SEALED**,A24WQIFQIFBUYG,1357257600,this is such a great keepsake for my 5 year old son and my 5 year old Niece. we have had so much fun filling out the information and stuffing a few special items in the pockets. Makes a GREAT gift,toys games,arts crafts,craft kits
B000B76HSQ,Fascinations Levitron Self Starter,A140ZSPO2KDTEY,1357257600,Needed productEasy to. UseNeeded to be a requirementHappy new yearsA a a a a a a,toys games,learning education,unknown
B0006II74M,15-Day Weight Loss Cleanse & Flush,AT5W9VTK0XZSU,1357257600,"I ordered this because a friend told me that it helped regulate bowel movements. Sure enough, it made me regular without any pain. However, after the 1st 15 days, it's not as effective. You may need to give your body a rest before taking on another bottle.",health personal care,nutrition wellness,weight loss products
B0002V2S6G,Casual Canine Reflective Jacket,AJVEW1K6CED3V,1357257600,"First time I put it on my dog he loved it. It just sits down waiting for me to put it on,I just had it for a week and its already dirty. It has a small poach on e backThis fit my 62-70 pound Labrador mix. Almost identical to the picture here. My Toby is a little lean skinny guy. It fit him perfect.Seems like I'm going to need to wash it in less than one week useThe outside is smooth, kinda like suede.I love it, my dog loves it my girlfriend loved it. And he looks cute for an older doggy.",pet supplies,dogs,apparel accessories
B000GUEXBG,PlasmaCar Red,AKLTJTA35VDYF,1357257600,This is an awsome product. I have 2 children with disabilities and this was perfect for them. My only issue is that yellow centercap for the steering wheel pops out. This could be a potential choking hazzard. Otherwise the entire family has enjoyed riding them.,toys games,tricycles,scooters wagons
B00000IWD3,Don't Wake Daddy,A1G3S57JGZNPCL,1357257600,"just like when i was younger, except the game is made flimsier like everything else. thats the new way of manufacturing.",toys games,games,board games
B00025YVPI,Petmate Looney-Loops Cat Toy,A2N2ZZBP066U55,1357257600,"I have not been able to find these in the stores where I used to purchase these. I am wondering why. I am so happy I found them here. I have a female cat that loves to hunt, pounce and carry these around. She drops them at my feet for me to throw them so she can chase and catch them over and over. Easy for her to pickup and carry and safe. They hold up well. many times I can't find one and out of the blue she will show up again with it!.Thank you!",pet supplies,cats,toys
B000NL0T1G,Merkur Long Handled Chrome Safety Razor,A2UER8D0F677XM,1357257600,I cannot even begin to describe how amazing this razor is. I have super sensitive skin and always used to get really bad razor burn on my neck with conventional razors. This single blade razor is nice and heavy and goes across my face like a feather on a babies butt. Even my wife noticed how much of a closet and smoother shave this provided. My razor burn is gone. I love this razor!It comes with 1 razor to get you startedIts super easy to cleanExtremely easy to use,health personal care,personal care,shaving hair removal
B000F927XY,"Brown Medical SEAL-TIGHT Sport Cast and Bandage Protector, Arm",A3QE4W36TILKTS,1357257600,"Try keeping a cast on a 7 yr.old dry. A godsent.And the best price ever, elsewhere $ 30.00. how can anyone compete with$8.00.",health personal care,medical supplies equipment,bathroom aids safety
B00000K1VR,Radio Flyer All-Terrain Cargo Wagon,AXXIBHQCNPO40,1357257600,"Easy to put together. True to Radio Flyer it is sturdy, easy to use, grand kids love it for going to the park in.",toys games,tricycles,scooters wagons
B000C1UBFQ,Bvlgari Aqua Pour Homme Eau de Toilette Spray,A1JIZYPTPQNQ06,1357257600,"So, it smells GREAT! I bought this for my husband for Christmas and it is a really nice scent. I actually bought it based on reviews alone (was lead to it by Amazons recommendations since I had purchased Curve in the past) and I have to say, it does not disappoint. He immediately sprayed it on Christmas morning and it was a very pleasant but, a tad strong. I would suggest no more than 2-3 sprays at a time. With colognes like Curve, you need a bit more I suppose because it's kind of a light scent, but this has more substance AND staying power. It lasts all day. I recommend it and so does the Mr. :)",beauty,fragrance,men s
B000MNEFGK,PetQwerks Talking Babble Ball Dog Toy,AXXIBHQCNPO40,1357257600,"I have like 5 of these now. my Lab has never liked a toy so much. they have not been able to destroy it. battery last. even when under the furniture when the dog goes by randomly it will start talking which is fun to give them some random stimulation. Sturdy, long lasting battery.",pet supplies,dogs,toys
B00009YEGL,Melissa & Doug Giraffe Plush,A13II1QIGSZ1SJ,1357257600,Excellent nursery decoration! Goes with our jungle theme and stands beautifully in the corner! Great product! So very life like!,toys games,baby toddler toys,stuffed animals toys
B000C210MI,Casmir by Chopard for Women,A18GB0309S9L5U,1357257600,This perfume is very good my wife and I like the fragrance. It is very nice and not overpowering. Good.,beauty,fragrance,women s
B00076TQ1G,CK Products 4 Ounce Sanding Sugar Bottles,A1NBKWIZC9ARLP,1357257600,I used these for some champagne jello shots and they worked as described in the recipe I was working off of. These were also cheaper then I have seen the same product in local stores.,grocery gourmet food,pantry staples,cooking baking supplies
